founder_name,company_name,linkedin_url,l_level,confidence_score,reasoning,evidence,verification_sources,timestamp
Quentin Herr,Snowcap Compute,https://www.linkedin.com/in/quentin-herr-b0068849,L3,0.6000000000000001,"The founder demonstrates strong technical credentials with a PhD in Electrical and Electronics Engineering from University of Rochester and has achieved a CTO position at a technology company (Snowcap Compute). This places them in the 'Technical and Management Veterans' category, though with limited additional context about their full career trajectory. The PhD in a relevant technical field is a specific qualifying criterion for L3, and the CTO role indicates senior technical leadership experience. However, the limited visibility into their complete work history and company achievements prevents classification at a higher level.",,,
Anna Herr,Snowcap Compute,https://www.linkedin.com/in/anna-herr-3b834a30,INSUFFICIENT_DATA,0.24,"While the founder has impressive academic credentials with a PhD in Physics from a prestigious institution (Moscow State University), there is extremely limited professional information available to make a confident classification. The only professional role listed is Chief Scientist at Snowcap Compute, but we lack critical context about the company's stage, size, funding, or duration of her involvement. The significant gaps in the profile (missing skills, limited work history, no timeline information) make it impossible to accurately assess their entrepreneurial experience level with sufficient confidence.",,,
Anna Herr,Snowcap Compute,https://www.linkedin.com/in/anna-herr-6040a5361,INSUFFICIENT_DATA,0.24,"The available information is extremely limited, showing only a current position as Chief Scientist at Snowcap Compute Inc. with no timeline, prior experience, education details, or skills listed. While the title of Chief Scientist suggests technical expertise, without additional context about duration, achievements, education, or career progression, it's impossible to make a reliable classification. The incomplete LinkedIn profile with minimal information raises significant uncertainty about the founder's actual experience level.",,,
Michael Lafferty,Snowcap Compute,https://www.linkedin.com/in/michael-lafferty-00a1b84,L3,0.68,"Michael Lafferty demonstrates strong technical expertise and management experience in the semiconductor industry, fitting the L3 'Technical and Management Veterans' profile. With 25+ years of experience in physical design engineering, including management roles and work with major semiconductor companies, he has the deep technical background typical of an L3 founder. His experience at Cadence Design Systems and previous roles show progressive responsibility and technical leadership. However, there's no evidence of previous startup exits or scale-up experience that would qualify for L4 or higher.",,,
Rick Hyman,Snowcap Compute,https://www.linkedin.com/in/rick-hyman-7b7629306,L4,0.68,"Rick Hyman demonstrates a strong track record as a proven operator with significant executive experience in the semiconductor and technology industry. His career progression shows advancement to VP-level positions at major tech companies including NVIDIA and successful exits through acquisitions (Silicon Spice acquired by Broadcom). He has experience as CEO of Teraoptic Networks and has held senior sales and marketing positions at established companies like Synopsys. His background combines technical expertise (nuclear and process engineering) with business leadership, fitting the L4 profile of 'Proven Operators with Exits or Executive Experience'. While impressive, the available data doesn't show evidence of multiple large exits or unicorn-level successes that would qualify for L5 or higher.",,,
Andy Konwinski,Perplexity AI,https://www.linkedin.com/in/andykon,L7,0.76,"Andy Konwinski demonstrates an exceptional track record as a serial entrepreneur and technical innovator. He co-founded Databricks, which achieved unicorn status and went well beyond (valued at over $43B as of 2023). He also co-created foundational technology (Apache Spark) that revolutionized big data processing. His current ventures (Perplexity AI and Laude) show continued success in founding and scaling companies. His technical credentials (PhD from Berkeley, creation of multiple widely-used open source systems) combined with his business success in building multiple significant companies places him firmly in the Elite Serial Entrepreneurs category.",,,
Aravind Srinivas,Perplexity AI,https://www.linkedin.com/in/aravind-srinivas-16051987,L3,0.68,"Aravind Srinivas demonstrates strong technical credentials and is leading a well-backed AI startup, but is relatively early in his entrepreneurial journey. His PhD in Computer Science from Berkeley and the ability to attract high-profile investors like Jeff Bezos and notable tech leaders suggests strong technical expertise and potential. However, Perplexity AI appears to be his first founder role, and while promising, doesn't yet have the scale or exit history required for higher classifications. The caliber of investors and early traction puts him above L2, but without previous startup exits or extensive management experience, L3 is the most appropriate classification.",,,
Denis Yarats,Perplexity AI,https://www.linkedin.com/in/denisyarats,L3,0.68,"Denis Yarats demonstrates strong technical credentials and expertise in AI with his PhD in Artificial Intelligence from NYU. As CTO and co-founder of Perplexity AI, he's leading technical development at a notable AI company that has gained significant traction. Perplexity AI has raised substantial funding ($73.6M Series B) and is valued at $520M. His deep technical background and current leadership role at a well-funded AI startup places him solidly in the L3 category as a Technical Veteran, though he's showing potential to move up levels as Perplexity continues to grow.",,,
Jacky Koh,Relevance AI,https://au.linkedin.com/in/jacky-koh,L2,0.68,"Jacky Koh shows characteristics of an early-stage entrepreneur with promising indicators but limited track record. His Forbes 30 Under 30 recognition suggests early promise and validation from a respected source. As founder of Relevance AI, he's leading an AI workforce platform startup, demonstrating entrepreneurial initiative. His educational background in Actuarial Studies and Statistics from UNSW provides relevant technical foundation. The classification as L2 is based on his profile matching the 'Early-Stage Entrepreneurs' category with signs of early promise but without yet demonstrating scaled success or significant exits.",,,
Daniel Palmer,Relevance AI,https://au.linkedin.com/in/dan-palmer,L2,0.68,"Daniel Palmer shows characteristics of an early-stage entrepreneur with some notable early validation. His Forbes 30 Under 30 recognition indicates promising potential and early success. As co-founder of Relevance AI, he's demonstrated ability to launch and lead a startup. The university dropout pattern mirrors other successful founders, though this alone isn't predictive. His experience level and achievements align with L2 classification - showing early promise but not yet having significant scale or exit experience.",,,
Anand Kannappan,Patronus AI,https://www.linkedin.com/in/anandnkannappan,L1,0.68,"Based on the available information, Anand Kannappan appears to be a first-time founder with a strong educational background but limited professional experience. His current role as Co-Founder & CEO of Patronus AI appears to be his first major entrepreneurial venture. The educational background from University of Chicago with a combination of Economics, Computer Science, and Statistics suggests strong academic preparation, but there's no substantial prior work experience or entrepreneurial track record listed. This profile fits the L1 'Nascent Founders with Potential' category, characterized by first-time founders with strong educational backgrounds but limited professional experience.",,,
Darshan Deshpande,Patronus AI,https://www.linkedin.com/in/darshan-deshpande,L1,0.68,"Based on the available information, Darshan Deshpande appears to be a nascent founder/technical professional at the beginning of their career. Their profile shows they are currently a Research Engineer at Patronus AI with a Master's degree in Computer Science from USC. The limited work experience and recent graduate education aligns with the L1 classification of 'Nascent Founders with Potential'. While they have strong technical credentials with their MS in Computer Science and NLP research focus, there is no evidence yet of prior founding experience, exits, or significant company scaling experience.",,,
Rebecca Qian,Patronus AI,https://www.linkedin.com/in/rebeccaqian,L3,0.68,"Rebecca Qian demonstrates strong technical expertise and senior research experience at a major tech company (Facebook AI Research), which places her solidly in the L3 'Technical and Management Veterans' category. Her role at FAIR working on NLP research shows significant technical depth in AI/ML, particularly relevant for her current AI startup. While she's now a founder, her previous experience at Facebook AI Research and educational background from UChicago shows the technical sophistication typical of an L3 founder. The fact that she's tackling a complex technical problem (LLM evaluation) in her startup aligns with her expertise level.",,,
Maria Zhang,Palona AI,https://www.linkedin.com/in/mariarenhuizhang,L4,0.68,"Maria Zhang demonstrates strong executive experience at major tech companies (Google, Meta, LinkedIn, Tinder) with VP Engineering and CTO roles. Her experience fits the L4 'Proven Operators with Executive Experience' category due to her C-level and VP positions at notable tech companies with >1000 employees. While her current venture Palona AI is interesting, without clear data on exits or major funding rounds, we cannot classify her at L5 or above. Her technical background from Tsinghua University and progression through top tech companies shows proven operational capability at scale.",,,
Hakan Eren,Practicus AI,https://www.linkedin.com/in/hakaneren,INSUFFICIENT_DATA,0.32000000000000006,"While the founder has significant experience (25+ years in software and AI), the available information lacks crucial details about concrete achievements, company outcomes, funding rounds, or previous ventures. The profile shows current leadership at Practicus AI but doesn't provide information about company scale, funding status, or previous roles. The MBA from UW Foster indicates strong educational background, but without detailed work history or verifiable business outcomes, we cannot confidently assign a specific level.",,,
Emmanouil (Manos) Koukoumidis,Oumi,https://www.linkedin.com/in/koukoumidis,L4,0.68,"Koukoumidis demonstrates strong technical leadership and executive experience at major tech companies (Meta, Microsoft) plus academic credentials, fitting the L4 'Proven Operators' profile. While he has impressive technical and management experience, there's no clear evidence yet of previous exits or unicorn-level company building that would qualify for L5+. His current venture Oumi appears to be his first founder role, though he brings substantial technical and leadership experience from top tech companies.",,,
Oussama Elachqar,Oumi,https://www.linkedin.com/in/oussamaelachqar,L3,0.68,"The founder demonstrates strong technical expertise and management experience at major tech companies (Apple, Twitter, Microsoft) with a focus on machine learning and AI. Their background shows progression through senior technical roles at industry-leading companies, combined with advanced education in ML/CS. While they are currently a co-founder of an early-stage company (Oumi), their experience level best matches L3 'Technical and Management Veterans' based on their technical depth and experience at major tech firms. However, they haven't yet demonstrated exits or significant company scaling experience that would qualify for L4 or higher.",,,
Sahil Agarwal,Enkrypt AI,https://www.linkedin.com/in/sahil-agarwal,L3,0.68,"The founder demonstrates strong technical and academic credentials that align with L3 'Technical and Management Veterans' classification. While he is currently a first-time founder with Enkrypt AI, his PhD in Applied Mathematics from Yale, research publications, and expertise in complex AI/ML applications show significant technical depth. The combination of elite education (Yale PhD, Oxford, IIT) and research accomplishments places him solidly in the L3 category as a technical expert, though he hasn't yet demonstrated scaled entrepreneurial success that would qualify for L4 or higher.",,,
Prashanth Harshangi,Enkrypt AI,https://www.linkedin.com/in/pharshangi,L3,0.68,"The founder demonstrates strong technical credentials with a PhD in Adaptive Systems from Yale and significant technical expertise in ML/AI. Their current role as CTO/Co-founder of Enkrypt AI shows entrepreneurial initiative, and their background in data science and ML leadership indicates substantial technical and management experience. However, there's no clear evidence of previous exits or major company scaling achievements that would qualify for higher levels. The combination of advanced technical education and leadership experience in ML/AI places them solidly in the L3 category as a Technical and Management Veteran.",,,
Ramin Hasani,Liquid AI,https://www.linkedin.com/in/raminhasani,L3,0.68,"Ramin Hasani demonstrates strong technical and academic credentials with a PhD in Computer Science from a respected institution (TU Wien). His current role as co-founder/CEO of Liquid AI, combined with his academic background, places him in the Technical Veterans category. His research background and technical expertise are particularly relevant for an AI company founder. However, there's no clear evidence of prior major exits or significant company scaling experience that would justify a higher classification.",,,
Jeff Haynie,Agentuity,https://www.linkedin.com/in/jhaynie,L5,0.68,"Jeff Haynie has demonstrated a pattern of building and scaling multiple technology companies with significant funding and exits. He co-founded Appcelerator (raised >$90M, acquired by Axway), founded Pinpoint (raised $13.5M Series A), and has shown consistent ability to build venture-backed companies. His track record shows proven ability to scale companies to significant size and attract major venture funding, though hasn't yet achieved the unicorn or major exit thresholds that would qualify for L6+.",,,
Matthew Congrove,Agentuity,https://www.linkedin.com/in/matthewcongrove,L1,0.68,"Based on the available information, this founder appears to be at the L1 (Nascent Founder) level. The profile shows limited professional experience with only one current role listed as Co-Founder at Agentuity. While they have technical skills as a software developer and customer-facing experience, there's no clear evidence of prior startup success, major exits, or significant company scale. The education background in aeronautical science suggests a career transition into tech entrepreneurship, which is characteristic of an L1 founder beginning their entrepreneurial journey.",,,
Greg Genung,Snowfire AI,https://www.linkedin.com/in/ggenung,L4,0.68,"Greg Genung demonstrates strong operational experience at the executive level in established tech companies, particularly in cybersecurity and AI. His role as VP of Business Intelligence at Deepwatch and Head of Technical Strategy at Rackspace Technology places him solidly in the L4 category as a 'Proven Operator with Executive Experience.' He has shown innovation through his patented SecOps Maturity Model and has led significant product launches, though there's no clear evidence of previous exits above $100M or unicorn-level company building that would qualify for L5 or higher. His current venture Snowfire AI appears to be early-stage, but his prior executive roles at notable companies and patent achievements provide credible evidence for L4 classification.",,,
Ganesh Padmanabhan,Autonomize AI,https://www.linkedin.com/in/padmanabhan,L2,0.6400000000000001,"Based on the available information, this founder appears to be an early-stage entrepreneur with some professional experience but limited concrete evidence of major exits or scale achievements. While they have an MBA from a reputable institution (Texas McCombs) and articulate an ambitious vision for their current company Autonomize AI, there's no clear evidence of previous successful exits or significant funding rounds. The founder's background includes experience in tech and corporate roles, but specific achievements and metrics are not detailed. Their current venture appears to be in early stages, focusing on AI in healthcare, which positions them as an early-stage entrepreneur showing promise but still building their track record.",,,
Kris Nair,Autonomize AI,https://www.linkedin.com/in/krispnair,L2,0.6400000000000001,"Based on the available information, this founder appears to be an early-stage entrepreneur with some technical and management experience, but limited concrete evidence of major exits or scale achievements. While they have founded Autonomize AI and have experience in AI/healthcare technology, there's no clear indication of significant funding rounds, exits, or previous successful ventures. Their background suggests they're in the early stages of their entrepreneurial journey with their current venture being relatively new (3.5 years old).",,,
David Stout,WebAI,https://www.linkedin.com/in/davidpstout,L1,0.68,"Based on the available information, this appears to be a first-time founder with limited verifiable experience. The profile shows only one company (WebAI) where they are currently founder/CEO, with no prior entrepreneurial or significant professional experience listed. While Stanford education suggests strong academic background, the lack of detailed work history, skills, or previous ventures indicates early-stage entrepreneurial status. The current company (WebAI) appears to be their first venture, placing them firmly in the L1 category of nascent founders with potential.",,,
Mateusz Malinowski,Moonvalley,https://uk.linkedin.com/in/mateuszmalinowski,L3,0.68,"Mateusz Malinowski demonstrates strong technical expertise and academic achievements that place him at the L3 'Technical and Management Veterans' level. His PhD in Computer Science with highest honors, research recognition, and work at DeepMind (a leading AI company) show deep technical expertise. While he's now a co-founder, his background is primarily academic and research-focused rather than entrepreneurial, making L3 the most appropriate classification. His experience aligns with the L3 criteria of having advanced technical expertise and experience at high-growth companies (DeepMind), though he's early in his entrepreneurial journey.",,,
Mik Bińkowski,Moonvalley,https://uk.linkedin.com/in/mikolaj-binkowski,L3,0.68,"The founder demonstrates strong technical and academic credentials with a PhD in Mathematics from Imperial College London, which is a prestigious institution. The current role as co-founder of Moonvalley with a focus on AI research indicates technical leadership. While the LinkedIn profile shows limited work history, the PhD qualification and specialization in AI research places them in the Technical Veterans category (L3). The academic background suggests deep technical expertise, which is particularly relevant for an AI-focused venture. However, there isn't evidence of extensive management experience or prior exits that would justify a higher classification.",,,
Chris Burgess,Moonvalley,https://www.linkedin.com/in/cpburgess,L3,0.6400000000000001,"The founder demonstrates strong technical and research credentials with a PhD in Neuroscience from UCL and experience at DeepMind, which is a world-leading AI research company. Their background aligns with the L3 'Technical and Management Veterans' category, particularly given their specialized technical expertise and research experience. However, there's limited evidence of entrepreneurial track record or company-building experience, which prevents classification at higher levels.",,,
Petr Leontev,Moonvalley,https://uk.linkedin.com/in/petr-leontev,L1,0.68,"Based on the available information, this appears to be a technical professional transitioning into a founder role. While they have technical expertise as a Solutions Architect and background in Applied Math and Informatics, there's no clear evidence of prior founding experience or major scale achievements. The current company (Moonvalley) appears to be their first entrepreneurial venture, and their background is primarily technical/architectural rather than entrepreneurial. Their profile aligns with the L1 'Nascent Founders with Potential' classification, showing technical capability but limited entrepreneurial track record.",,,
Paul Muller (慕博乐),Moonvalley,https://fr.linkedin.com/in/paul-muller-17991815r,L1,0.68,"Based on the available information, this appears to be a nascent founder very early in their career. The profile shows they are a recent graduate from CentraleSupélec (a prestigious French engineering school) and are currently in what appears to be their first professional role as a Member of Technical Staff at Moonvalley. The technical background in computer science and focus on deep reinforcement learning suggests strong technical potential, but there is no evidence yet of significant professional achievements or entrepreneurial experience.",,,
Max Smith,Moonvalley,https://www.linkedin.com/in/max-smith-40502392,L3,0.68,"The founder demonstrates strong technical credentials with a PhD in Computer Science from a prestigious university (University of Michigan) and experience as a Senior Research Scientist in AI. This places them firmly in the 'Technical and Management Veterans' category, matching L3 criteria for advanced technical expertise. While they show strong academic and research capabilities, there's no clear evidence of startup founding experience or major exits that would qualify for higher levels.",,,
Naeem Talukdar,Moonvalley,https://ca.linkedin.com/in/naeemtal,L2,0.68,"Based on available information, this founder fits the L2 (Early-Stage Entrepreneur) profile. The key determining factors are: 1) Y Combinator acceptance/graduation, which is a strong signal of early potential and basic validation, 2) Currently leading an early-stage company (Moonvalley) in an innovative space (spatial intelligence for film), and 3) The profile suggests this is likely their first significant founder role. The Y Combinator background particularly aligns with L2 criteria as it indicates they've passed through a prestigious accelerator program, which typically provides initial validation and early-stage funding.",,,
John T.,Moonvalley,https://ca.linkedin.com/in/johnkthomas,L2,0.68,"The founder shows clear markers of an early-stage entrepreneur with some notable validation points. Their participation in Y Combinator (W21 batch) is a significant qualifier for L2, as YC is one of the most selective accelerators globally. The current role as co-founder of Moonvalley.ai indicates they're actively building a venture-backed company. However, the limited work history and lack of prior exits or major scale achievements prevents classification at higher levels. The YC acceptance provides external validation of potential, placing them firmly in the L2 category of 'Early-Stage Entrepreneurs' rather than L1 'Nascent Founders'.",,,
Suzanne H. EL-Moursi,Brighthive,https://www.linkedin.com/in/suelmoursi,L4,0.68,"Suzanne El-Moursi demonstrates a strong pattern of proven operational experience with multiple exits and executive roles. She has been involved in several successful exits, including Power2Switch's acquisition by Choose Energy (2013) and Uplift Data Partners' acquisition by PrecisionHawk (2018). Her progression from corporate leadership (IBM, HSBC, GE Healthcare) to startup executive roles shows a clear trajectory of increasing responsibility and successful outcomes. While she has achieved multiple exits, the scale of these exits and exact valuations aren't publicly disclosed, making it difficult to classify her at L5 or above. Her current role as CEO of Brighthive, combined with her previous exit experience and executive positions, firmly places her at L4 as a proven operator with exits and executive experience.",,,
Adeel Khan,MagicSchool AI,https://www.linkedin.com/in/adeelkh,L2,0.68,"Adeel Khan shows characteristics of an L2 'Early-Stage Entrepreneur' based on his transition from education leadership to founding a new AI startup in 2023. While he has significant leadership experience in education (founding and leading a top-performing public high school), this is his first technology startup. The company MagicSchool AI, while described as 'fastest growing technology for schools ever', is still in its early stages (founded 2023). His background combines educational expertise with entrepreneurial initiative, but lacks prior startup or technology company experience that would qualify for higher levels.",,,
Rebecca Bloch,MagicSchool AI,https://www.linkedin.com/in/rebecca-bloch-65b51840,L1,0.68,"While Rebecca Bloch has extensive experience in education and leadership roles, she appears to be a first-time founder/early employee at MagicSchool AI with no prior startup or entrepreneurial experience. Her background is primarily in educational administration and people management within established organizations. While these skills are valuable, they place her in the nascent founder category when it comes to startup experience. The transition from educational leadership to startup founder represents a new career direction, fitting the L1 profile of 'new entrepreneurs with minimal startup experience but demonstrating ambition and potential.'",,,
Anthony Levandowski,Pronto Ai,https://www.linkedin.com/in/anthony-levandowski,L7,0.7200000000000001,"Anthony Levandowski qualifies as an Elite Serial Entrepreneur (L7) based on his track record of founding multiple successful companies with significant exits and industry impact. He has demonstrated repeated success in the autonomous vehicle space, with multiple companies either acquired or achieving significant scale. His most notable achievement was Otto's acquisition by Uber for $680M within months of founding. He has also been instrumental in founding and developing major autonomous vehicle programs at both Google (now Waymo) and Uber, representing billions in value creation. His current ventures (Pronto AI and Pollen Mobile) show continued innovation in frontier technologies.",,,
Nitin Wagh,Karini AI,https://www.linkedin.com/in/nitin-bwagh,L2,0.6400000000000001,"Based on the available information, this founder appears to be an early-stage entrepreneur with strong technical background and experience at major tech companies (AWS, Databricks), but limited proven entrepreneurial track record. Their current venture Karini AI is relatively new (1 year 2 months), and while they have valuable experience from top tech companies, there's no evidence yet of successful exits, major funding rounds, or significant scale achievements. Their educational background from IIT Madras (a prestigious institution) and experience at major tech companies provides a strong foundation, but they are still in the early stages of their entrepreneurial journey.",,,
Deepali Rajale,Karini AI,https://www.linkedin.com/in/deepali-rajale,L2,0.6400000000000001,"Based on the available information, this founder appears to be an early-stage entrepreneur with some technical experience but limited proven startup success metrics. While they have technical expertise and corporate experience (ex-AWS mentioned), they are currently running what appears to be their first startup (Karini AI) which is described as being in stealth mode. The combination of technical background, corporate experience, and current early-stage startup leadership places them in the L2 category as an early-stage entrepreneur showing promise but without yet demonstrating significant scale or exits.",,,
Drew Schumacher,Rogo,https://www.linkedin.com/in/drewschumacher,L1,0.68,"Drew Schumacher appears to be a first-time founder with a technical background from Purdue University. The available information suggests he's at the beginning of his entrepreneurial journey with ROGO, a robotic soil sampling company. His profile aligns with the L1 'Nascent Founders with Potential' classification given his recent graduation and first-time founder status. While the agricultural technology focus shows domain expertise potential, there's no evidence yet of significant company scale, funding rounds, or prior startup experience.",,,
Ivan Zhang,Cohere,https://ca.linkedin.com/in/1vnzh,L5,0.68,"Ivan Zhang is a co-founder of Cohere, one of the leading AI companies in the language model space. While relatively early in his career, Cohere has achieved significant scale and funding milestones that qualify him as a Growth-Stage Entrepreneur. The company has raised substantial funding (over $170M), has achieved unicorn status with a valuation over $2B, and is competing directly with major players like OpenAI and Anthropic in the foundation model space. The company's rapid growth, strategic partnerships with Google Cloud, and ability to attract top-tier investors like Index Ventures and Tiger Global demonstrate strong execution ability.",,,
Nick Frosst,Cohere,https://ca.linkedin.com/in/nick-frosst-19b80463,L5,0.68,"Nick Frosst co-founded Cohere, which has become one of the leading AI companies in the language model space. The company has raised significant funding (over $400M across multiple rounds) and achieved unicorn status with a multi-billion dollar valuation. While he doesn't have multiple exits or a long prior track record, his achievement in scaling Cohere to its current position and securing major enterprise partnerships qualifies him as a Growth-Stage Entrepreneur. The company's rapid scaling, significant funding rounds, and position as a major player in the AI industry demonstrate proven ability to build and scale a significant technology company.",,,
Devin Lyttle,Cohere,https://www.linkedin.com/in/dlyttle,L2,0.6000000000000001,"Based on available information, this founder appears to be an early-stage entrepreneur with some experience but limited concrete validation. Key factors: 1) Current company Cohere is part of Techstars '22 batch, indicating early-stage status and institutional validation 2) While they claim 'nearly three decades' of professional experience in creative arts and brand development, there's no clear evidence of major exits, significant company scaling, or venture funding 3) Their current venture appears to be their first significant founder role 4) The background suggests consulting/creative work rather than proven company-building experience 5) Techstars acceptance provides some validation of potential but places them firmly in early-stage category",,,
Andy Huska,Qurrent,https://www.linkedin.com/in/andyhuska,L2,0.6000000000000001,"Based on the available information, Andy Huska appears to be an early-stage entrepreneur with technical expertise but limited proven startup experience. His background combines technical education (MS in Microcontrollers and Analog Design) with current entrepreneurial activity as CTO/Co-founder of Qurrent. While his technical education and engineering background provide a solid foundation, there's no clear evidence of previous successful exits, major funding rounds, or extensive startup experience that would qualify for higher levels. The L2 classification reflects his position as an early-stage founder with technical credentials but still building his entrepreneurial track record.",,,
Davide Crapis,PIN AI,https://www.linkedin.com/in/davidecrapis,L3,0.6400000000000001,"The founder demonstrates strong technical and academic credentials with a PhD in Operations Research from Columbia University and experience as a Research Scientist at the Ethereum Foundation. This places them in the Technical Veterans category (L3) due to their advanced technical expertise in a highly relevant field (blockchain/cryptocurrency) and their role at a significant organization in the space. Their position at the Ethereum Foundation, one of the most important organizations in blockchain technology, indicates senior technical capabilities. However, there isn't evidence yet of successful exits or company scaling that would justify a higher classification.",,,
Regan Peng,PIN AI,https://www.linkedin.com/in/reganpeng,INSUFFICIENT_DATA,0.32000000000000006,"While the founder has an impressive educational background from Carnegie Mellon and claims to be a serial entrepreneur, there is very limited concrete evidence available to make a confident classification. The profile lacks specific details about previous companies founded, exits achieved, funding raised, or specific roles and achievements in prior positions. The current venture (PIN AI) appears to be early-stage with no public funding or traction data available. Claims of being a 'serial entrepreneur' and 'active angel investor' cannot be verified with the provided information.",,,
Michael T.,Anysphere Inc.,https://www.linkedin.com/in/michael-t-5b1bbb122,L2,0.68,"Michael T. shows characteristics of an early-stage entrepreneur with strong technical foundation and early signs of promise. As a recent MIT graduate in Computer Science/Mathematics and co-founder of Anysphere (building Cursor), he fits the L2 profile of a technically skilled founder in their early entrepreneurial journey. His MIT education provides strong technical credentials, and his current role as co-founder shows initial entrepreneurial execution. The fact that he's building a product (Cursor) indicates active development and early-stage company building, which aligns with L2 classification of showing early promise but limited startup experience.",,,
Aman Sanger,Anysphere Inc.,https://www.linkedin.com/in/aman-sanger-482243171,L1,0.68,"Based on the available information, Aman Sanger appears to be a nascent founder with strong academic credentials but limited professional experience. The profile indicates he's a recent MIT graduate with a perfect GPA in CS & Math, showing strong technical potential. His current role at Cursor and founding of Anysphere suggest he's in the early stages of his entrepreneurial journey. The lack of extensive work history and the nature of his current positions align with the L1 classification of a new entrepreneur with minimal experience but demonstrating ambition and potential.",,,
Lyon Wong,v0,https://www.linkedin.com/in/lyonwong,INSUFFICIENT_DATA,0.24,"While the founder has impressive educational credentials from Stanford GSB and is currently listed as Managing Partner at V0, there is extremely limited information available about their career achievements, company outcomes, or specific roles. The LinkedIn profile appears to be minimally populated, lacking crucial details about previous positions, company scales, or any exits/funding rounds. Without more concrete information about their track record, it would be speculative to assign a specific L-level classification.",,,
Erin James Collard,v0,https://www.linkedin.com/in/erin-james-collard-8369732,L7,0.76,"Erin Collard demonstrates elite serial entrepreneur characteristics with significant achievements. As co-founder and CFO of Blend Labs, he helped build the company from inception to IPO (NYSE: BLND), achieving unicorn status. His prior experience as Head Trader and Managing Director at Clarium Capital (Peter Thiel's fund) shows high-level financial expertise. The combination of building a public company, receiving industry recognition (CFO of the Year), and now founding a new venture while serving on Blend's board places him firmly in the L7 category. The successful IPO of Blend and his current focus on building another company matches the profile of an elite serial entrepreneur.",,,
